 1 13 13 10
-400.0-300.0-200.0-100.0 -50.0 -25.0   0.0  25.0  50.0 100.0 200.0 300.0 400.0
-400.0-300.0-200.0-100.0 -50.0 -25.0   0.0  25.0  50.0 100.0 200.0 300.0 400.0
 -10.0   0.0  10.0  20.0  30.0  50.0  75.0 100.0 150.0 200.0
 0  0  0
 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15
 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85
 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15
 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85
 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15
 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85
 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15
 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85
 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15
 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85
 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15
 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85
 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15 2.85 3.15
 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13
 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67
 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13
 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67
 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13
 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67
 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13
 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67
 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13
 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67
 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13
 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67
 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13 5.67 5.13
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46
 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85 6.46 5.85
 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70
 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06
 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70
 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06
 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70
 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06
 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70
 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06
 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70
 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06
 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70
 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06
 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70 6.06 6.70
 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43
 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21
 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43
 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21
 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43
 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21
 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43
 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21
 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43
 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21
 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43
 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21
 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43 8.21 7.43
 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33
 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53
 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33
 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53
 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33
 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53
 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33
 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53
 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33
 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53
 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33
 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53
 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33 7.53 8.33
 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70
 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51
 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70
 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51
 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70
 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51
 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70
 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51
 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70
 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51
 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70
 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51
 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70 8.51 7.70
 8.53 7.72 8.53 7.72 8.53 7.72 8.53 7.72 8.53 7.72 8.53 7.72 8.53
 7.72 8.53 7.72 8.53 7.72 8.53 7.72 8.53 7.72 8.53 7.72 8.53 7.72
